13,49520970,50512864
1,15562922,16561179
9,115539085,116535410
9,16638043,17634920
1,247000748,247993973
14,74682373,75679645
19,7988117,8976713
12,50062681,51056511
3,99553701,100550650
3,56092472,57088114
5,180195862,180709915
17,32808792,33806546
14,31433086,32426570
2,10331919,11330412
1,109559471,110552268
3,137832043,138825892
3,155894892,156891626
6,12833077,13828363
12,123258583,124250893
4,1215100,2213819
8,66052489,67045978
21,44585405,45577102
8,82257060,83252586
13,52693868,53689627
3,182334215,183329894
12,107655149,108653453
12,51286750,52285485
20,32637001,33634479
16,28136588,29132221
10,101271789,102269206
20,57056930,58056193
9,133884676,134874805
17,45546893,46542719
19,37208998,38207632
17,40782083,41776686
8,143309504,144305757
5,73667222,74656539
10,130766680,131760352
22,24079243,25076598
1,223363312,224351023
5,6136125,7125022
3,121054605,122053715
17,40822678,41821086
3,157893443,158885676
9,139376426,140373789
1,178702875,179695998
22,32151704,33151251
9,135724174,136723520
16,67848515,68842895
16,2868641,3856445
12,69261044,70246240
14,103539669,104523839
1,25099438,26098350
5,139057076,140050265
1,63495975,64490893
7,148324344,149319439
11,43408419,44398031
5,71120086,72115763
17,61414900,62406971
19,16689639,17680101
17,37722515,38716360
8,108596443,109595712
6,31077938,31812038
22,23826549,24815406
6,35391787,36386464
9,140550430,141054761
12,132150870,133120309
2,201724360,202721424
10,90251502,91245284
19,57447994,58443325
2,38394363,39389855
15,74686539,75670079
16,28206357,29199058
7,76548003,77545076
16,83721952,84718223
17,78995570,79994026
4,76363477,77360431
17,53001456,53993020
14,49598993,50585248
19,35696724,36694438
22,49812223,50809482
5,54030724,55028160
2,200235352,201214071
1,108243851,109242392
7,99450700,100446235
11,60663629,61657926
4,153206597,154200320
2,113537223,114535642
15,43124018,44122866
20,43923102,44918759
19,52374118,53370345
15,66086943,67084685
1,25941936,26929002
12,109820777,110815922
1,159814844,160809285
5,139740454,140733878
6,73504798,74498829
16,88655501,89653032
13,110865881,111864889
5,139440463,140436063
7,101833044,102828670
1,115887041,116886230
5,12225,685748
8,58827592,59823491
19,51655950,52647893
10,81247193,82241930
22,25345537,26344024
7,63525863,64506904
7,74489889,75481823
22,27815491,28814890
5,95366294,96356873
7,45310031,46297747
7,89297377,90293105
7,107710123,108708313
1,154678986,155677223
10,127014001,128011731
17,79413436,80404326
19,1765297,2748597
4,76635569,77634028
12,49107298,50099067
19,57928709,58927489
2,23810290,24807533
10,101528750,102527400
20,3731622,4728075
3,19490425,20488265
17,6715678,7705410
8,37582993,38582476
19,52901905,53899873
16,86671,951045
16,3134754,4124300
3,9702755,10681877
3,137334960,138332291
2,86808198,87782796
12,10074626,11072302
11,2427291,3422223
19,57781034,58777937
16,71599977,72594387
2,215677308,216665486
3,128659244,129658706
19,23441936,24437024
9,94588498,95586719
1,247524439,248519821
15,24241342,25235716
1,236357391,237349738
2,23898966,24886781
1,44978184,45977685
2,189949189,190948115
7,99527977,100525805
10,100957930,101953705
13,38764882,39759268
1,159667190,160654786
20,60258466,61212452
12,113906626,114900429
11,6125660,7119112
10,71494181,72492725
10,10338329,11335074
22,45309653,46298649
18,59354616,60354210
10,79294680,80292107
2,27225144,28209283
16,28485141,29349077
8,19116393,20111286
7,148228005,149224560
16,30671532,31660427
3,52692124,53688958
3,128499195,129494907
16,31227908,32137965
8,105102837,106098753
6,104810256,105795907
4,15286785,16277491
17,74208424,75205145
1,156074845,157070951
19,9623107,10621108
18,4746792,5738125
6,75960943,76948675
12,120474110,121471931
12,75405957,76404693
16,76742027,77739214
11,198510,1137086
10,101780614,102776870
12,133037139,133778796
1,109787493,110784219
5,149827098,150825329
11,117945632,118943599
13,24997257,25996690
17,80176641,81051007
19,3958397,4954310
4,24881852,25877821
11,32416875,33414270
3,97956918,98951383
17,28305017,29304366
19,16927531,17921015
12,75286975,76284349
17,42638677,43570226
19,44506249,45496303
10,95805955,96805371
2,10331919,11326755
17,79671208,80669156
7,43298377,44296307
17,9311556,10305820
11,29845532,30843457
7,111627007,112614215
7,63952316,64943617
17,3045626,4034680
2,28594035,29592365
15,68050777,69048691
6,34369906,35353523
7,107042750,108027063
2,99297883,100295638
1,182058661,183052585
1,23007175,24004202
15,90999128,91988574
1,172003493,172986122
17,14745343,15742180
17,17515891,18325085
9,100518369,101516176
3,37529636,38527913
2,206524960,207518810
13,51880895,52818257
16,89250882,90172696
2,175054934,176047323
7,22775663,23775454
4,95180937,96179014
4,186525914,187525020
1,84962900,85962169
11,66579572,67550395
13,52530522,53527973
4,173829168,174826157
6,2524756,3521103
1,153104182,154100693
17,40318296,41307101
17,77631075,78573872
8,85520966,86518484
12,123656533,124655485
22,46637254,47632019
16,77636711,78631794
15,62836025,63831984
3,47985361,48982732
3,49228501,50225029
8,143291396,144280718
10,113634859,114628613
20,1102532,2097688
8,120368303,121366769
12,75286975,76284349
9,136109279,137104210
7,65967459,66956421
7,93638888,94637458
3,138903294,139896049
7,73809454,74494207
8,56491679,57485298
18,12498878,13491039
2,190032578,191023961
16,86671,601632
12,132810881,133763352
1,16041606,16844848
11,63493919,64488054
12,191619,998365
19,788074,1785185
3,118688394,119684407
1,236458715,237458209
11,198510,705404
3,125137292,126134636
8,144639952,145637148
8,17282411,18279253
18,13634202,14620707
6,34225931,35223137
9,89133257,90126076
19,50349958,51345821
3,125321627,126319724
3,157950607,158945330
16,30635659,31615366
19,34919852,35911581
3,183473203,184466500
15,64181470,65175674
20,594780,1559259
6,169604132,170601259
18,10026087,11025325
15,83823910,84816785
15,44819581,45809130
16,23071932,24068314
8,144316984,145286483
2,41897072,42895816
9,35319634,36315900
6,106578420,107573570
10,98894444,99890470
5,12225,938606
2,113861561,114853076
17,37584368,38583606
7,22648194,23643440
8,82106632,83098888
1,23026489,24018224
17,73441090,74435359
5,81882387,82871757
10,81382253,82338347
12,48803701,49796721
15,63864433,64856394
1,16182813,16844848
5,68507635,68828296
5,87067681,88063940
1,180503394,181500324
22,37980342,38975511
7,99227172,100221867
12,103866354,104854011
7,149522366,150518393
10,71936341,72928131
20,43598705,44594575
6,162648914,163647830
2,208729540,209723458
9,98138938,99132375
14,23926359,24916304
3,107445366,108434955
9,130200369,131199576
13,102951543,103951250
21,34352692,35347960
18,51297633,52294195
1,37525003,38522092
3,194666308,195656731
19,54106547,55105409
1,173386882,174383680
8,85636554,86550476
10,80328687,81251344
16,49601768,50598798
6,149539773,150536595
14,20305431,21294373
5,59742759,60736949
7,140979634,141977608
16,89287857,90172696
14,77287411,78285474
4,112708803,113700149
4,82986961,83976492
4,140849333,141848258
8,73421719,74419279
2,241762579,242754192
3,121119101,122112381
16,2465990,3461294
3,12099776,13097057
3,148971080,149968000
15,85423958,86420432
4,88429759,89424742
22,18463266,19456763
8,63455403,64451685
7,11944287,12941929
20,36564394,37563352
3,51802912,52778347
11,64993357,65985168
1,154511502,155505967
1,58666076,59665542
2,74194587,75190024
20,52297394,53289977
19,3903004,4900684
6,2733169,3730570
16,69490554,70473934
7,127812871,128812149
12,55943026,56934928
6,85888975,86887829
11,60239723,61226398
14,77287411,78285474
20,2691396,3688853
6,159714412,160706718
1,230384582,231380807
17,16643881,17634281
1,119185080,120182906
14,24270992,25265961
1,28206588,29195757
4,154185536,155175588
3,75344973,76328982
1,227417193,228415594
6,46122033,47120281
19,15808890,16808183
11,68172102,69160993
1,220463977,221457113
12,121735597,122733016
17,30093283,31082863
3,52217704,53213970
11,64697386,65686180
1,112510134,113504658
1,207175037,208165417
2,219026888,220015217
1,111471054,112470093
11,63585804,64584987
18,132301,1096439
16,76969076,77968108
1,42421994,43421524
13,42349482,43345317
12,48077073,49073156
17,61414900,62404452
3,127136200,128133108
10,37651783,38643549
4,44186433,45179883
14,24401292,25399365
4,121347367,122343902
16,75161305,76155810
3,40001822,40986300
17,17378504,18325085
8,87033100,88018805
15,79690092,80688198
1,230617150,231608260
1,39658322,40649982
22,46165101,47158179
22,23597030,24587303
3,196199204,197195524
2,73878352,74856123
2,42526512,43521167
11,68172102,69160993
1,161236456,162235437
17,25722131,26719625
1,178496241,179492085
3,141817185,142813964
10,104132535,105127708
1,225750889,226748343
12,10000986,10622047
22,21798199,22584809
1,71014024,72012933
11,76801982,77796717
1,89000384,89982719
6,42447008,43446795
8,85787044,86550476
11,16999029,17994314
19,51909404,52905067
3,48011638,49004723
22,17023514,18016508
1,169056077,170054301
16,1381714,2368169
7,6698297,7693919
15,62951029,63945836
17,61351398,62347505
2,96496891,97489870
22,42754874,43750704
9,34120720,35109949
10,69733182,70728974
3,48528850,49526300
11,6179462,7172160
10,113709219,114704781
1,54607617,55602644
7,141109797,142104852
15,40175097,41171132
2,36374519,37368452
1,109700028,110698651
5,176242325,177138298
9,32975210,33973324
7,5605130,6591796
4,185847793,186846999
13,50986118,51982196
17,7336055,8332598
19,22215441,23207386
1,109759776,110753808
19,48115761,49112993
10,85485473,86484367
9,111382744,112381955
13,102847392,103846570
4,9370814,10281824
1,20416794,21410231
16,67623334,68603798
2,131786518,132757831
2,95528035,96423982
1,63489340,64488856
7,134334657,135329978
7,99435739,100431980
7,102334106,103210068
18,11812228,12802416
18,43999423,44995176
10,75260183,76247105
3,52584715,53578883
9,114161531,115156389
17,30181206,31175581
6,27825860,28477895
12,57679030,58672538
5,114921251,115918646
8,70250407,71245909
3,4011128,5003570
12,48866792,49847570
4,57349282,58342184
11,77789554,78785279
17,15399737,16389498
8,145154910,146151479
7,22363812,23359853
1,174538701,175536944
15,40204216,41177514
7,75579490,76550045
15,102004023,102400037
2,31993081,32987528
4,15184903,16183109
10,45371418,46283686
15,45202919,46190366
6,152826627,153822736
16,74683737,75681699
9,113928964,114922067
5,70306678,70689452
2,73857002,74847455
9,20840838,21833659
19,32666629,33664668
2,190708287,191707099
2,95339024,96244225
3,195047912,196038384
2,85834194,86830876
22,41451185,42435868
17,18265264,19247075
22,31559255,32557939
15,33763472,34671124
17,42629737,43570226
3,42347749,43345175
17,73397871,74389890
5,75615959,76614390
19,12505873,13494259
15,22755185,23255910
17,4889779,5884240
11,124325304,125323965
18,11938804,12931789
2,75374043,76367821
1,17213883,18132937
10,69597786,70592130
16,2225823,3219600
2,55651624,56643955
11,43081654,44077227
21,47216919,48090629
1,74165396,75160724
1,179216736,180210791
5,80772960,81765932
21,45031458,46023713
3,125927576,126920448
2,207132517,208129918
22,21917190,22833756
14,35095945,36087637
17,79154638,80146866
21,47083609,48073310
19,57370055,58357546
7,99150185,100141861
11,198510,733639
2,130240448,131134849
16,1333387,2332577
19,37711656,38708970
8,82145721,83143595
14,75600697,76599958
8,145135105,146129268
17,43871147,44177103
6,110238266,111222552
17,56734695,57726691
7,98536944,99535951
1,246390090,247385877
19,51575281,52574423
22,18877787,19779137
17,7781061,8778971
7,7258339,8257560
5,95648728,96633959
19,49595007,50569560
18,71674707,72650685
17,3587,756111
2,23939480,24924438
6,151273469,152270672
4,78291173,79283643
9,127416900,128412676
6,46158053,47155051
7,149071780,150068933
4,200631,1193832
5,81074655,82073110
13,49769309,50762560
20,60997040,61989111
9,115415254,116412663
21,37950796,38939994
19,10179657,11174625
14,20331117,21311146
19,483850,1481481
11,65814842,66812338
5,94391574,95388015
16,68847584,69837465
10,96954298,97953286
14,96764583,97748870
8,144222258,145216008
3,49807085,50800146
10,69493240,70486325
22,18512094,19509729
3,38038982,39035786
15,55108832,56105576
16,3056584,4049365
11,59681043,60663629
9,100319031,101318797
19,36581636,37580415
11,47110652,48106486
5,77782912,78780550
11,73089293,74084729
3,52366044,53362310
14,73824705,74817418
1,16473514,17469692
19,9046876,10045125
3,46521392,47520954
10,18440733,19437915
16,55964668,56958801
1,62657530,63650851
17,1707762,2706583
2,43732823,44723123
9,35192366,36191004
12,101592689,102589675
4,52683607,53208616
15,45003364,45990780
4,72934539,73931526
12,111844218,112817847
1,149967911,150958977
3,48972351,49961780
14,91833993,92833865
22,20732809,21465050
19,49366170,50363175
15,99292805,100291062
1,64933188,65925349
8,27134100,28128086
13,40863667,41860892
2,48257961,49255431
17,44915265,45896478
22,40757228,41747717
5,12225,801172
16,67538910,68515208
1,861808,1856098
2,170051167,171050475
6,23904331,24901350
9,132071140,133059821
1,207435727,208424980
11,89372109,90364381
5,13448037,14441065
5,148881158,149878988
19,21695171,22693596
9,131379998,132370360
4,83323062,84317759
22,46160624,47158179
14,50635285,51633170
7,158438186,159119486
20,48913944,49909373
15,84700783,85695199
22,21798199,22484348
3,49497883,50474574
3,38652884,39641794
1,247559367,248557425
3,9831112,10825837
2,46670146,47666838
19,13376313,14372872
10,81408081,82389754
10,117536249,118528593
19,2321430,3319781
8,48392295,49369591
8,72260254,73252878
1,47157306,48155984
13,50158142,51153732
9,96522109,97520168
17,76338687,77336738
20,13266552,14264636
11,72998687,73996399
2,100260855,101257623
8,144555316,145545949
6,109204789,110196609
1,179061108,180059811
10,133434783,134414834
2,201598521,202598113
19,54206657,55201276
5,150102244,151088626
1,42737932,43730859
17,52548125,53544670
19,48324722,49322117
19,49872085,50871147
2,101426316,102421978
11,323649,1318312
5,127682184,128681152
21,29893891,30888877
17,66727924,67721149
4,47416819,48413919
11,70764308,71759087
19,34572881,35568212
19,1927763,2923263
2,85147568,86143143
19,27809246,28784149
13,97153266,98136968
6,31474280,32080383
1,53187767,54185389
7,64002859,64956181
4,78973933,79967383
5,79461110,80449911
10,45849370,46691610
11,95625757,96610573
12,111951850,112941571
8,90270072,91269272
6,137930302,138917270
9,98138938,99132375
2,202149696,203137466
1,27742831,28740421
4,492129,1416863
2,152099885,153090677
1,182660091,183655210
4,843184,1840843
20,33547633,34537160
10,90675317,91671645
16,20254875,21250033
9,77211493,78198138
4,176699362,177697762
8,66844743,67840116
19,9951916,10948031
17,48124348,49123391
12,120388858,121377656
12,55891377,56886361
6,26887930,27837267
14,25023137,26018891
11,68289338,69277975
19,5291410,6287971
6,170401188,170919470
16,57769133,58764587
7,55632524,56631632
16,52970055,53966063
20,25350223,26307797
16,86671,916122
1,53109088,54103375
20,2321363,3314962
22,45063743,46059623
16,1045384,2041492
1,183524855,184517062
1,168930460,169927576
3,48225509,49216472
4,87752909,88743279
1,230877144,231876767
15,43166029,44160582
6,168059613,168896847
21,42800466,43795697
5,79461110,80449911
5,179826955,180709915
3,183029331,184026703
9,115615241,116603294
13,36372410,37369314
6,41625429,42618490
14,20278978,21271573
7,22722904,23720720
5,80101773,81096255
5,148881158,149878988
